Brand,Model,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
25,483,2007,85000,50000,0,0,0,1
25,118,2009,90000,120000,1,0,0,0
18,1,2007,85000,80000,0,0,0,1
17,568,2008,350000,80000,1,0,0,1
24,725,2009,355000,100000,1,0,1,1
18,422,2020,619000,1500,0,0,0,0
13,726,2018,1700000,50000,1,0,0,0
25,727,2006,55000,100000,1,0,0,1
8,728,2006,95000,83411,0,0,0,0
27,350,2011,300000,120000,1,0,0,1
8,728,2006,81000,83411,0,0,0,0
24,725,2015,1000000,80000,1,0,1,1
18,99,2019,925000,50000,1,0,0,0
17,246,2015,450000,40000,1,0,0,0
17,729,2014,600000,13270,1,0,0,0
10,730,2006,85000,100000,0,0,1,2
17,731,2016,700000,50000,1,0,0,0
10,732,2017,486000,26500,0,0,0,0
18,334,2013,400000,90000,1,0,0,0
8,733,2008,120000,100000,0,0,0,2
18,229,2018,275000,35000,0,0,0,0
10,734,2016,580000,57000,1,0,0,0
18,735,2015,375000,70000,0,0,0,0
18,34,2015,229999,100000,0,0,0,2
18,152,2010,110000,88000,0,0,0,1
18,95,2017,600000,60000,1,0,0,0
18,249,2009,120000,76000,0,0,0,1
8,160,2010,200000,100000,1,0,0,1
10,223,2012,450000,110000,1,0,0,1
10,223,2012,550000,80000,1,0,0,1
18,152,2012,220000,80000,0,0,0,1
18,736,2001,40000,30000,0,0,0,0
23,737,2017,300000,20000,0,0,1,0
17,738,2018,630000,40000,1,0,0,0
18,95,2017,610000,40000,1,0,0,1
10,739,2019,660000,7000,0,0,0,1
18,740,2012,220000,80000,4,0,0,1
21,741,2011,138000,90000,1,0,0,1
21,741,2013,210000,13770,1,0,0,0
18,742,2005,125000,34000,0,1,0,0
18,191,2008,125000,102000,0,1,0,0
9,743,2014,725000,110000,1,0,0,0
18,432,2011,170000,90000,0,0,0,1
26,744,2015,1200000,70000,1,0,0,2
18,659,2003,70000,90000,0,0,0,1
18,39,2007,100000,70000,0,0,0,1
9,745,2006,300000,80000,0,0,0,1
18,334,2013,450000,100000,1,0,0,1
18,95,2015,530000,100000,1,0,0,0
18,746,2007,100000,143000,0,0,0,2
9,747,2010,350000,115000,0,0,0,1
25,748,2011,165000,100000,1,0,0,1
18,346,2019,475000,120000,1,0,0,1
17,749,2013,350000,42000,1,0,0,0
23,513,2016,229999,38000,0,0,0,0
9,750,2018,800000,35000,1,0,0,0
18,346,2014,475000,120000,1,0,0,1
21,751,2014,425000,136906,1,0,0,0
18,124,2015,660000,97000,1,0,0,1
9,752,2019,610000,10000,0,0,1,0
9,68,2013,240000,50000,0,0,0,2
18,753,2005,70000,60000,0,0,0,1
26,754,2011,550000,120000,1,0,0,0
25,755,2010,100000,120000,0,0,0,1
17,756,2010,350000,90000,1,0,0,1
10,117,2013,200000,120000,0,0,0,0
10,757,2019,720000,3000,0,0,1,0
18,275,2014,350000,133000,1,0,0,0
18,35,2016,400000,25000,0,0,0,0
10,299,2017,570000,35000,0,0,0,0
18,204,2015,130000,70000,0,0,0,0
18,229,2016,210000,52000,0,0,0,0
10,758,2018,800000,52000,1,0,0,0
9,759,2017,700000,39000,1,0,0,0
25,417,2011,200000,28689,1,0,0,0
25,760,2014,495000,90000,1,0,0,1
8,363,2014,325000,80322,1,1,0,0
8,761,2019,650000,8000,0,0,0,0
17,762,2000,155000,50000,1,0,0,1
18,121,2007,75000,90000,0,0,0,1
10,763,2015,350000,61658,1,1,0,0
18,764,2010,90000,50000,0,0,0,2
18,106,2016,600000,80000,1,0,0,0
17,437,2010,400000,185000,1,0,0,0
18,142,2014,370000,57000,1,0,0,1
18,765,2000,50000,60000,0,0,0,0
9,766,2004,125000,120000,0,0,0,1
9,767,2018,1800000,26000,1,0,1,0
10,401,2019,650000,20000,0,0,1,0
18,768,2017,800000,30600,0,0,1,0
27,769,2020,802000,5000,0,0,0,0
1,770,2015,2300000,35000,1,0,1,2
10,771,2016,430000,35000,1,0,0,0
10,453,2017,650000,23000,0,0,0,0
17,772,2004,170000,120000,1,0,0,0
24,725,2011,450000,235000,1,0,1,0
18,229,2013,250000,87000,0,0,0,0
8,773,2014,550000,72000,0,0,0,1
12,774,2013,2000000,64000,1,0,1,1
18,775,2007,140000,100000,0,0,0,1
3,141,2012,155000,12000,0,0,0,0
10,449,2010,120000,67000,0,0,0,2
26,776,2012,287000,70000,1,0,0,0
18,260,2016,675000,60000,1,0,0,0
10,640,2011,235000,74500,0,0,0,1
10,777,2011,300000,118700,1,0,0,1
21,778,2015,434999,40000,0,0,1,1
17,779,2004,225000,223660,1,0,1,2
26,780,2006,160000,140000,0,0,0,1
10,781,2020,600000,5000,0,0,0,0
3,782,2016,470000,100000,1,0,0,1
18,518,2011,300000,100000,0,0,0,1
18,102,2018,600000,2000,0,0,0,0
10,783,2020,640000,4000,0,0,1,0
25,48,2006,50000,120000,1,0,0,3
10,784,2015,600000,35000,0,0,0,0
10,424,2014,290000,29000,4,0,0,0
10,784,2015,600000,30000,0,0,0,0
25,785,2012,190000,120000,1,0,0,0
10,345,2008,160000,110000,0,0,0,2
18,150,2017,325000,15000,0,0,0,0
17,641,2006,200000,73756,1,0,0,0
26,488,2018,2800000,40000,1,0,1,0
3,116,2011,125000,60000,0,0,0,2
10,542,2008,155000,60000,0,0,0,3
10,125,2015,550000,90000,1,0,0,0
18,786,2009,130000,70000,0,0,0,3
18,0,2002,80000,70000,0,0,0,1
26,787,2015,500000,80000,1,0,0,1
23,788,2019,250000,27000,0,0,0,0
17,71,2012,580000,70000,1,0,0,0
4,789,2002,60000,50000,0,0,0,0
26,50,2012,300000,185000,1,0,0,0
8,160,2014,200000,90000,1,0,0,1
25,790,2017,1200000,16400,1,0,0,0
26,787,2015,350000,80000,1,0,0,1
17,474,2012,600000,80000,1,0,0,1
9,791,2019,650000,4000,0,0,0,0
18,792,2008,120000,40000,0,0,0,0
25,311,2010,180000,120000,1,0,0,1
10,384,2018,950000,41395,0,0,1,0
25,290,2012,250999,35000,1,0,0,1
24,407,2012,385000,52000,1,1,0,0
1,793,2009,1250000,47000,1,1,1,1
3,141,2013,165000,50000,0,0,0,0
10,794,2015,700000,48000,0,1,0,0
17,474,2015,750000,53000,1,1,0,0
17,185,2008,89999,213000,1,0,0,0
5,795,2018,290000,15000,0,1,1,0
25,796,2014,45000,7000,0,0,0,1
24,23,2013,675000,88000,1,1,1,0
21,602,2015,530000,55000,1,1,0,0
2,797,2014,1485000,48000,1,1,1,0
3,798,2014,325000,71014,1,1,0,0
9,799,2015,400000,60000,1,1,0,0
17,800,2017,380000,71000,1,1,0,0
9,801,2016,750000,45000,0,1,1,0
9,802,2017,390000,45000,0,1,0,0
18,39,2009,110000,20000,0,0,0,0
16,803,2019,1825000,14000,1,1,0,0
1,804,2019,3256000,17000,1,1,1,0
23,805,2015,370000,60000,1,1,0,0
3,165,2013,210000,80000,1,0,0,1
24,806,2007,175000,181000,1,0,0,3
10,223,2012,575000,89550,1,0,0,1
17,89,2010,320000,90000,1,0,0,2
18,349,2010,280000,149500,1,0,0,2
23,72,2013,500000,190000,1,0,0,1
8,807,2013,380000,83000,1,1,0,0
18,121,2005,120000,20000,0,0,0,1
18,41,2018,395000,20000,0,0,0,0
24,808,2010,360000,160000,1,0,0,0
21,602,2015,451000,100000,1,0,0,0
3,116,2010,175000,45000,0,0,0,1
3,116,2009,170000,44800,0,0,0,1
10,128,2006,100000,40000,0,0,0,1
18,204,2014,150000,120000,0,0,0,2
25,343,2011,149000,10000,1,0,0,1
25,690,2011,160000,80000,1,0,0,1
5,203,2018,434999,10000,0,0,0,0
17,474,2014,800000,156000,1,0,0,0
26,809,2010,819999,120000,1,0,0,1
18,264,2007,163000,100000,0,0,0,1
19,810,2001,350000,100000,1,0,0,1
25,483,2006,75000,100000,0,0,0,1
18,39,2012,180000,60000,0,0,0,1
8,811,2017,675000,30000,1,0,0,0
18,334,2013,400000,170000,1,0,0,0
27,457,2013,434999,100000,1,0,0,1
25,812,2006,100000,110000,0,0,0,1
18,813,2015,419000,170000,1,0,0,1
25,483,2009,200000,100000,0,0,0,0
23,805,2014,400000,35000,1,0,0,0
8,814,2018,790000,40000,1,0,0,1
23,662,2015,500000,90000,1,0,0,1
24,815,2012,275000,120000,1,0,0,1
10,816,2012,450000,120000,1,0,0,1
17,233,2020,1400000,25000,1,1,0,0
23,236,2015,800000,15000,1,0,0,0
18,237,2014,315000,41000,0,1,0,0
18,239,2019,700000,16000,0,0,0,0
17,232,2016,585000,51000,1,1,0,0
3,244,2014,350000,30000,0,0,0,0
9,245,2014,495000,80000,1,1,0,0
10,38,2017,500000,50000,0,0,0,0
10,247,2013,345000,44000,0,1,0,0
18,248,2015,500000,10000,0,0,0,0
18,237,2016,360000,33000,0,1,0,0
18,191,2010,210000,25000,0,0,0,0
18,433,2014,220000,66000,0,1,0,0
3,817,2009,250000,48000,0,0,0,0
26,509,2016,990000,146000,1,1,0,0
17,818,2013,220000,100000,1,0,0,3
12,774,2012,1800000,50000,1,0,1,1
9,394,2014,530000,50000,0,0,0,0
18,260,2016,575000,50000,1,0,0,0
17,162,2012,400000,99000,1,1,0,0
9,819,2016,680000,50000,1,0,0,0
10,820,2014,1000000,80000,1,0,1,0
18,229,2016,260000,45000,0,0,0,1
25,821,2010,150000,50000,0,0,0,1
18,191,2008,180000,70000,0,0,0,2
7,822,2014,346000,37516,1,0,0,0
17,823,2015,450000,20000,1,0,0,0
10,519,2019,500000,5000,0,0,0,0
10,202,2019,700000,8000,1,0,0,0
18,229,2019,280000,25880,0,0,0,0
10,824,2019,475000,10000,0,0,1,0
18,161,2009,300000,50000,1,0,0,0
18,433,2014,200999,40000,0,0,0,0
24,808,2009,200000,100000,1,0,0,2
3,427,2009,210000,80000,0,0,0,1
25,825,2012,160000,110000,1,0,0,0
10,826,2009,175000,136000,1,0,0,1
25,827,2012,320000,80000,1,0,0,0
18,39,2009,110000,50000,0,0,0,1
18,1,2008,300000,30000,0,0,0,0
9,19,2012,700000,10000,0,0,0,0
25,828,2009,135000,90000,1,0,0,3
17,829,2015,500000,110000,1,0,0,0
17,830,2012,550000,120000,1,0,0,1
26,831,2014,1050000,90000,1,0,0,2
9,394,2016,500000,20000,0,0,0,0
18,275,2011,180000,90000,1,0,0,1
10,37,2010,170000,50000,0,0,0,1
9,832,2019,484999,9000,0,0,0,0
18,249,2011,150000,70000,0,0,0,1
18,352,2018,380000,25000,0,0,0,0
10,833,2019,480000,10000,0,0,0,0
25,828,2009,135000,90000,1,0,0,3
27,457,2011,290000,60000,1,0,0,1
6,834,2013,350000,70000,0,0,0,0
18,229,2014,110000,25000,0,0,0,0
10,588,2003,70000,80000,0,0,0,2
27,456,2011,300000,70000,0,0,1,2
18,835,2017,180000,60000,0,0,0,0
23,513,2020,300000,20000,0,0,0,0
18,102,2017,509000,60000,0,0,0,0
18,836,2016,650000,80000,1,0,0,0
18,142,2015,450000,70000,1,0,0,2
17,837,1999,170000,2020,1,0,0,1
17,838,2007,210000,100000,1,0,0,1
10,125,2013,360000,80000,1,0,0,1
26,839,2011,495000,120000,1,0,0,1
18,152,2006,105000,100000,0,0,0,2
10,468,2010,270000,60000,0,0,0,2
8,840,2010,130000,110000,0,0,0,0
9,371,2014,700000,90000,1,0,0,1
3,111,2012,400000,40000,1,0,0,0
18,841,2009,250000,60000,0,0,0,1
9,4,2013,325000,94000,1,0,0,1
18,39,2008,69000,100000,0,0,0,0
17,187,2018,1380000,25000,1,0,0,0
18,775,2007,90000,90000,0,0,0,0
17,842,2016,1000000,40000,1,0,0,0
10,540,2010,145000,90000,2,0,0,1
18,843,2020,250000,1100,0,0,0,3
18,334,2011,256000,70000,1,0,0,2
25,48,2005,70000,120000,1,0,0,0
18,844,2000,50000,88500,0,0,0,3
23,91,2016,240000,70000,0,0,0,1
25,845,2010,97000,128000,0,0,0,0
25,139,2012,130000,120000,1,0,0,0
18,57,2009,199000,52536,0,0,0,0
9,846,2006,125000,70000,0,0,1,0
10,272,2015,420000,60000,1,0,0,0
17,847,2016,525000,110000,1,0,0,0
10,37,2008,125000,85000,0,0,0,0
10,848,2010,325000,135000,1,0,0,0
27,849,2012,330000,86000,1,0,0,3
18,479,2010,110000,50000,0,0,0,0
18,850,2019,450000,1950,0,0,0,0
18,57,2005,85000,118400,0,0,0,0
9,851,2007,229999,70000,0,0,0,1
10,405,2012,250000,60000,0,0,0,1
8,305,2015,650000,68000,1,0,0,0
18,95,2017,600000,46507,1,2,0,0
26,852,2017,650000,6480,0,2,0,0
18,127,2017,750000,32077,1,2,0,0
26,853,2018,850000,19107,0,2,0,0
10,169,2017,315000,18469,0,2,0,0
18,854,2015,415000,28217,0,2,0,0
18,855,2016,640000,72787,1,2,0,0
18,856,2017,780000,31063,0,2,0,0
26,404,2017,2595000,79641,1,2,1,0
10,107,2015,850000,58692,1,2,0,0
10,107,2015,900000,54784,1,2,0,0
26,857,2016,1150000,64156,0,2,0,0
18,858,2007,75000,54000,0,0,0,0
27,859,2012,215000,97000,1,0,0,0
18,860,2009,130000,120000,0,0,1,1
10,824,2019,400000,16000,0,0,1,0
18,861,2019,550000,60000,0,0,1,0
3,141,2016,245000,52000,0,1,0,0
18,142,2010,320000,110000,1,0,0,3
17,862,2016,730000,60000,1,0,1,1
8,863,2005,120000,100000,0,0,0,2
9,864,2017,950000,35000,0,0,0,0
18,35,2017,350000,48000,0,0,0,2
18,865,2005,100000,20000,0,0,0,1
18,35,2017,350000,30000,0,0,0,0
18,659,2005,80000,40000,0,0,0,1
10,866,2013,370000,60000,0,0,0,0
10,319,2012,160000,70000,0,0,0,1
25,867,2009,130000,120000,1,0,0,0
3,868,2016,250000,30000,0,0,0,0
25,827,2012,270000,80000,1,0,0,1
2,82,2019,2600000,9500,1,0,1,0
10,117,2013,160000,80000,0,0,0,0
10,49,2016,229999,80000,0,0,0,0
17,869,2017,750000,29000,1,0,0,0
3,413,2011,195000,120000,1,0,0,0
26,527,2015,320000,60000,0,0,0,0
17,270,2018,1100000,20000,1,0,0,0
5,870,2016,270000,22000,0,0,0,0
24,871,2012,300000,50000,0,0,0,0
3,165,2012,200000,50000,1,0,0,0
18,746,2007,120000,81366,0,0,0,0
18,163,2006,95000,110000,0,0,0,0
27,271,2013,400000,100000,0,0,0,0
26,294,2006,229999,300000,1,0,0,0
17,672,2016,430000,20000,1,0,0,0
23,872,2012,300000,90000,1,0,0,0
6,834,2013,350000,70000,0,0,0,0
23,143,2013,450000,120000,1,0,0,0
23,91,2016,200000,53000,0,0,0,1
18,229,2017,250000,30000,0,0,0,0
18,230,2012,368000,90000,0,0,0,1
18,230,2012,368000,90000,0,0,0,1
26,548,2014,650000,244000,1,0,0,0
17,46,1997,150000,120000,1,0,0,2
18,873,2012,180000,60000,4,0,0,0
10,247,2017,525000,15000,0,0,0,0
8,320,2005,350000,150000,1,0,0,1
17,874,2018,850000,30000,1,0,0,1
27,875,2011,350000,312000,1,0,0,2
18,858,2007,75000,54000,0,0,0,0
18,57,2005,160000,67000,0,0,0,0
18,876,2017,500000,40000,1,0,0,0
10,37,2008,130000,100000,0,0,0,0
25,199,2015,350000,100000,1,0,0,1
18,133,2005,70000,80000,0,0,0,0
26,25,2014,750000,145000,1,0,0,1
9,4,2013,450000,53000,1,0,0,0
18,493,2015,430000,73000,1,0,0,2
18,877,2011,260000,90000,1,0,0,2
18,334,2013,370000,80000,1,0,0,2
3,878,2011,229999,100000,2,0,0,0
8,704,2011,140000,90000,1,0,0,2
26,25,2013,700000,200000,1,0,0,0
10,879,2020,545000,7300,0,0,0,0
5,3,2017,200000,30000,0,0,0,0
25,301,2015,500000,120000,1,0,0,0
18,39,2008,70000,90000,0,0,0,1
17,880,2013,580000,25000,1,0,0,2
18,277,2012,160000,70000,2,0,0,1
10,519,2018,450000,6000,0,0,0,0
18,39,2010,160000,36000,0,0,0,0
18,214,2016,760000,49000,1,0,0,0
10,881,2015,300000,22000,0,0,0,0
18,882,1998,50000,35000,4,0,0,1
17,551,2019,800000,24000,1,0,0,0
18,95,2018,680000,20000,1,0,0,0
18,883,2009,85000,50000,4,0,0,1
26,884,2016,1300000,70000,1,0,0,0
18,298,2016,500000,60000,0,0,0,0
1,18,2015,3500000,35000,1,0,1,0
10,885,2008,145000,60000,0,0,0,0
17,711,2013,300000,60000,1,0,0,0
18,886,2017,600000,60000,1,0,0,1
18,529,2015,400000,70000,0,0,0,1
10,887,2007,130000,135000,0,0,0,1
18,337,2001,45000,72539,0,0,0,1
18,888,2017,641000,25000,0,0,0,0
18,95,2015,650000,50000,1,0,0,0
8,889,2020,784000,101,1,1,0,4
8,890,2020,635000,101,0,1,0,4
8,891,2020,1000000,101,1,1,0,4
8,892,2015,495000,52328,1,1,0,0
10,37,2013,324000,30000,0,0,0,0
8,600,2016,2100000,91505,1,1,1,0
18,229,2018,200000,35000,0,0,0,0
18,95,2015,320000,60000,1,0,0,0
10,881,2015,300000,20500,0,0,0,0
25,343,2013,180000,200000,1,0,0,0
26,55,2008,500000,154000,1,0,0,2
26,893,2011,305000,120000,0,0,0,1
18,0,2009,125000,50000,0,0,0,3
18,346,2015,800000,135000,1,0,0,0
17,282,2009,420000,100000,1,0,0,0
18,315,2017,875000,40000,1,0,0,0
18,346,2014,580000,70000,1,0,0,0
18,349,2011,350000,133000,1,0,0,1
10,894,2004,120000,110000,0,0,0,1
25,197,2013,150000,180000,1,0,0,2
23,143,2013,650000,120000,1,0,0,0
18,432,2010,225000,80000,0,0,0,1
9,421,2014,400000,15000,0,0,1,0
10,63,2005,250000,70000,0,0,0,0
10,209,2008,120000,41723,0,0,0,1
18,400,2010,250000,70000,0,0,0,0
18,433,2012,175000,20000,0,0,0,1
23,344,2013,450000,1000,1,1,0,1
18,895,2018,590000,26350,1,1,0,0
25,896,2015,225000,68745,1,1,0,0
17,175,2016,900000,47000,1,0,0,0
18,897,2017,375000,27289,0,1,1,0
10,117,2016,320000,24662,0,1,0,0
18,95,2013,525000,37000,1,1,0,0
21,898,2014,650000,28245,1,1,0,0
10,899,2017,575000,27005,1,1,0,0
10,405,2014,355000,39227,0,1,0,0
17,900,2016,470000,31367,1,1,0,0
18,133,2008,221000,35008,0,1,0,0
10,37,2009,195000,27005,0,1,0,0
10,144,2004,90000,100005,0,1,0,1
10,901,2013,580000,45264,1,1,0,0
18,157,2014,325000,39093,0,1,0,0
9,902,2013,495000,45241,0,1,0,0
10,903,2014,290000,12000,0,1,0,0
5,904,2018,375000,2769,0,1,0,0
25,197,2011,211000,43128,1,1,0,0
10,153,2010,270000,110000,0,0,0,1
18,905,2004,70000,50000,0,0,0,1
10,906,2010,225000,60000,0,0,0,1
17,36,2014,420000,70000,1,0,0,2
3,868,2015,280000,22255,0,0,0,0
10,408,2013,400000,59213,0,0,0,0
17,175,2015,850000,55000,1,0,0,0
8,539,2011,550000,80000,1,0,0,0
8,539,2011,550000,80000,1,0,0,0
23,907,2018,1000000,40000,1,0,0,0
17,908,2014,350000,170000,1,0,0,0
25,311,2011,350000,170000,1,0,0,1
9,851,2007,170000,70000,0,0,0,2
8,909,2020,828999,1010,0,1,0,4
8,910,2020,1119000,1010,0,1,0,4
8,890,2020,746000,1111,0,1,0,4
8,911,2020,1030000,1010,0,1,0,4
8,912,2020,1334000,1010,1,1,0,4
8,913,2020,811999,1010,0,1,0,4
8,914,2020,1331000,1010,1,1,0,4
8,915,2020,852000,1010,0,1,0,4
25,632,2006,45000,120000,1,0,0,1
23,72,2013,430000,70000,1,0,0,2
25,591,2011,140000,60000,1,0,0,1
17,916,2015,830000,70000,1,0,0,0
17,917,2009,409999,110000,1,0,0,1
18,334,2012,190000,80000,1,0,0,2
9,918,2007,200000,80000,0,0,0,1
10,885,2006,120000,110000,0,0,0,1
17,246,2019,850000,50000,1,0,0,0
25,919,2011,95000,115000,1,0,0,3
18,479,2013,213000,80000,0,0,0,0
27,920,2018,660000,25000,1,0,0,0
21,167,2017,415000,48965,0,1,0,0
8,921,2019,1100000,5166,0,1,0,4
17,474,2012,650000,76290,1,1,0,0
17,922,2016,969999,70000,1,0,1,1
17,923,2016,1250000,35000,1,0,0,0
18,924,2017,715000,25000,1,0,1,0
18,924,2017,715000,25000,1,0,1,0
18,334,2016,565000,47000,1,1,0,0
17,880,2013,615000,45766,1,0,0,1
25,925,2007,199000,78771,1,1,0,1
18,103,2010,325000,79357,1,1,0,0
8,704,2012,409999,28000,1,0,0,0
10,926,2012,500000,72000,1,1,1,1
8,695,2011,225000,76736,1,1,0,1
18,5,2007,135000,70000,0,0,0,1
23,927,2012,750000,80000,1,0,1,1
18,928,2009,155000,60000,4,0,0,1
27,457,2012,335000,77000,1,1,0,2
8,929,2005,114999,92645,1,1,0,3
19,930,2007,699000,101849,1,1,0,1
17,641,2004,110000,120000,1,0,0,3
10,323,2012,300000,80000,0,0,0,0
17,503,2014,700000,70000,1,0,0,1
18,931,2017,700000,120000,1,0,0,0
18,229,2013,210000,42000,0,0,0,2
18,99,2012,600000,120000,1,0,0,2
25,932,2012,180000,155836,1,0,0,1
18,933,2011,220000,59000,0,0,0,1
3,238,2009,70000,60000,0,0,0,0
10,522,2018,950000,70000,1,0,0,1
8,934,2014,800000,20000,1,0,0,0
17,474,2012,700000,120000,1,0,0,2
23,935,2016,265000,40000,0,0,0,0
27,341,2011,175000,90000,1,0,0,2
17,711,2012,260000,89000,1,0,0,1
26,744,2013,950000,80000,1,0,0,2
18,103,2009,250000,200000,1,0,0,3
17,936,2015,630000,50000,1,0,0,0
25,148,2012,35000,35000,0,0,0,2
23,344,2013,450000,1000,1,1,0,1
19,397,2018,3800000,10000,1,1,1,0
1,398,2013,1580000,86000,1,1,1,0
2,399,2019,4950000,30000,1,1,1,0
10,107,2016,535000,52600,1,0,0,0
18,400,2012,225000,110000,0,0,0,1
10,401,2017,550000,19890,0,1,1,0
18,386,2016,670000,7104,0,2,0,0
18,216,2015,625000,11918,0,2,0,0
10,402,2017,520000,10510,0,1,1,0
3,403,2016,239000,41000,0,1,0,0
26,404,2017,2600000,47162,1,2,1,0
18,387,2015,750000,45974,1,2,0,0
10,405,2012,229999,49824,0,1,0,0
1,75,2013,1300000,58500,1,1,1,0
10,406,2005,80000,56580,0,1,0,0
24,407,2012,385000,52000,1,1,0,0
10,388,2015,760000,55340,0,2,0,0
18,95,2017,600000,46507,1,2,0,0
3,937,2014,330000,200000,1,0,0,2
18,39,2009,150000,120000,0,0,0,0
25,465,2008,105000,90000,1,0,0,0
25,938,2013,185000,65000,1,0,0,0
6,939,2014,260000,50000,1,0,0,0
18,161,2012,450000,33000,1,0,0,0
18,667,2016,500000,38000,0,0,0,0
18,432,2012,260000,40000,0,0,0,0
27,341,2012,265000,55000,1,0,0,1
17,578,2017,800000,26000,1,0,0,1
25,675,2016,869999,80000,1,0,0,0
18,205,2018,690000,40000,0,0,0,0
20,940,2011,825000,120000,1,0,0,0
18,5,2006,160000,63230,0,0,0,1
17,941,2006,300000,120000,1,0,0,1
18,237,2005,100000,100000,0,0,0,2
10,125,2015,530000,77000,1,0,0,1
18,942,2016,360000,30000,0,0,0,0
18,671,2015,220000,40000,0,0,0,0
18,229,2017,178000,35000,0,0,0,0
17,943,2018,515000,5000,1,0,0,0
18,944,2014,300000,35000,0,0,0,0
25,465,2008,105000,90000,1,0,0,0
25,938,2013,185000,65000,1,0,0,0
25,56,2012,150000,80000,1,0,0,1
6,939,2014,260000,50000,1,0,0,0
18,161,2012,450000,33000,1,0,0,0
18,667,2016,500000,38000,0,0,0,0
18,432,2012,260000,40000,0,0,0,0
27,341,2012,265000,55000,1,0,0,1
25,945,2017,750000,15000,0,0,0,0
17,578,2017,800000,26000,1,0,0,1
25,675,2016,869999,80000,1,0,0,0
26,946,2012,950000,80000,1,0,0,0
18,205,2018,690000,40000,0,0,0,0
20,940,2011,825000,120000,1,0,0,0
18,115,2013,170000,70000,0,0,0,0
18,5,2006,160000,63230,0,0,0,1
17,941,2006,300000,120000,1,0,0,1
5,303,2015,315000,45000,0,0,0,1
18,147,2006,90000,40000,0,0,0,1
18,237,2005,100000,100000,0,0,0,2
25,483,2008,65000,110000,0,0,0,2
10,318,2012,312000,90000,1,0,0,1
18,947,2018,700000,25000,1,0,0,0
10,128,2005,150000,47000,0,0,0,0
23,872,2013,450000,60000,1,0,0,0
10,948,2010,229999,120000,1,0,0,1
18,362,2008,111000,120000,1,0,0,0
18,161,2012,250000,140000,1,0,0,1
8,949,2019,750000,1001,1,1,0,0
8,950,2017,774000,1758,0,1,1,0
8,950,2018,711000,1452,0,1,1,0
8,951,2017,600000,35122,1,1,0,0
18,95,2015,455000,92621,1,1,0,0
5,625,2015,225000,92198,0,1,0,1
18,95,2019,650000,5000,1,0,0,0
3,141,2013,200000,50000,0,0,0,0
10,451,2016,875000,74000,1,0,1,0
24,952,2017,750000,40000,1,0,1,0
18,924,2019,725000,22000,1,0,1,0
18,39,2007,100000,100000,0,0,0,1
25,790,2019,1100000,40000,1,0,0,0
8,600,2017,2700000,30000,1,0,1,0
23,285,2016,280000,23000,0,0,0,0
25,118,2009,150000,30000,1,0,0,0
25,953,2010,200000,50000,0,0,0,0
18,275,2010,148000,100000,1,0,0,1
18,518,2011,254999,70000,0,0,0,1
18,954,2013,360000,60000,0,0,0,1
18,152,2006,95000,90000,0,0,0,1
17,955,2007,185000,230000,1,0,0,1
25,417,2012,185000,40000,1,0,0,0
23,513,2019,300000,15000,0,0,0,0
10,956,2018,800000,40000,0,0,0,0
18,101,2000,60000,50000,0,0,0,0
6,957,2010,80000,50000,0,0,0,1
10,739,2018,500000,8000,0,0,0,0
10,117,2013,250000,35000,0,0,0,0
25,311,2010,250000,80000,1,0,0,0
18,348,2005,125000,50000,0,0,0,1
18,958,2002,100000,80000,0,0,0,3
17,568,2010,480000,90000,1,0,0,0
17,511,2018,320000,30000,0,0,0,1
18,249,2010,130000,70000,0,0,0,1
25,48,2006,57000,80000,1,0,0,1
10,300,2005,75000,60000,0,0,0,0
18,765,2003,60000,35000,0,0,0,0
18,191,2008,125000,70000,0,0,0,0
9,959,2004,105000,100000,0,0,0,2
18,928,2008,125000,152000,4,0,0,1
18,486,1998,69000,70000,0,0,0,1
25,591,2012,130000,90000,1,0,0,1
18,888,2019,630000,40000,0,0,0,0
9,960,2016,330000,50000,0,0,0,1
18,35,2014,340000,15000,0,0,0,1
10,552,2006,60000,120000,0,0,0,2
25,961,2014,550000,78322,1,0,0,0
18,99,2014,480000,110000,1,0,0,1
10,223,2013,315000,80000,1,0,0,1
8,539,2012,165000,120000,1,0,0,0
3,333,2016,170000,125000,0,0,0,0
18,102,2018,550000,8000,0,0,0,0
27,962,2018,465000,13000,0,0,0,0
25,343,2012,120000,80000,1,0,0,2
10,963,2008,220000,54309,0,0,0,0
8,695,2011,180000,70000,1,0,0,1
3,964,2006,150000,34600,0,0,0,2
25,623,2016,520000,25000,0,0,0,0
25,961,2013,430000,80000,1,0,0,2
17,965,2009,300000,55000,1,0,0,1
10,13,2020,1000000,5000,1,0,0,0
9,750,2017,725000,30000,1,0,0,0
10,966,2011,500000,31000,1,0,0,0
18,479,2011,250000,50000,0,0,0,0
18,95,2018,700000,38217,1,0,0,0
8,967,2011,185000,50000,0,0,0,2
18,275,2011,200000,120000,1,0,0,0
17,641,2004,315000,110000,1,0,0,2
25,790,2019,1100000,40000,1,0,0,0
10,119,2001,52000,50000,0,0,0,2
10,299,2017,600000,10000,0,0,0,0
25,968,2019,1700000,10000,1,0,0,0
21,602,2015,451000,100000,1,0,0,0
17,969,2016,370000,60000,0,0,0,0
8,600,2017,2700000,30000,1,0,1,0
23,285,2016,280000,23000,0,0,0,0
18,35,2017,350000,30000,0,0,0,0
10,970,2011,250000,50000,0,0,0,0
